Month,ANZSCO_TITLE,GCCSA,Adzuna_count,ANZSCO_CODE,IVI_count
2018-05-01,Sales Workers,Rest of NT,27,6,29.333
2018-05-01,Sales Workers,Rest of Qld,458,6,1091.667
2018-05-01,Sales Workers,Rest of SA,76,6,78
2018-05-01,Sales Workers,Rest of Tas.,45,6,57.333
2018-05-01,Sales Workers,Rest of Vic.,356,6,488.001
2018-05-01,Sales Workers,Rest of WA,131,6,161.333
2018-05-01,Machinery Operators and Drivers,Australian Capital Territory,168,7,138
2018-05-01,Machinery Operators and Drivers,Greater Adelaide,399,7,476.667
2018-05-01,Machinery Operators and Drivers,Greater Brisbane,445,7,1148.333
2018-05-01,Machinery Operators and Drivers,Greater Darwin,139,7,103
2018-05-01,Machinery Operators and Drivers,Greater Hobart,22,7,41
2018-05-01,Machinery Operators and Drivers,Greater Melbourne,1418,7,2138.333
2018-05-01,Machinery Operators and Drivers,Greater Perth,781,7,843
2018-05-01,Machinery Operators and Drivers,Greater Sydney,1903,7,2067
2018-05-01,Machinery Operators and Drivers,Rest of NSW,573,7,764.332
2018-05-01,Machinery Operators and Drivers,Rest of NT,17,7,24
2018-05-01,Machinery Operators and Drivers,Rest of Qld,562,7,1100.334
2018-05-01,Machinery Operators and Drivers,Rest of SA,75,7,73.667
2018-05-01,Machinery Operators and Drivers,Rest of Tas.,21,7,37
2018-05-01,Machinery Operators and Drivers,Rest of Vic.,314,7,315.33299999999997
2018-05-01,Machinery Operators and Drivers,Rest of WA,281,7,544.3330000000001
2018-05-01,Labourers,Australian Capital Territory,118,8,251.667
2018-05-01,Labourers,Greater Adelaide,211,8,587.333
2018-05-01,Labourers,Greater Brisbane,274,8,1365.333
2018-05-01,Labourers,Greater Darwin,71,8,114.667
2018-05-01,Labourers,Greater Hobart,31,8,74
2018-05-01,Labourers,Greater Melbourne,859,8,2497
2018-05-01,Labourers,Greater Perth,498,8,716.667
2018-05-01,Labourers,Greater Sydney,1193,8,2297
2018-05-01,Labourers,Rest of NSW,547,8,1339.334
2018-05-01,Labourers,Rest of NT,20,8,40.667
2018-05-01,Labourers,Rest of Qld,450,8,1426.333
2018-05-01,Labourers,Rest of SA,71,8,112.333
2018-05-01,Labourers,Rest of Tas.,31,8,65.667
2018-05-01,Labourers,Rest of Vic.,259,8,558.667
2018-05-01,Labourers,Rest of WA,161,8,316.33299999999997
2018-06-01,Managers,Australian Capital Territory,592,1,729
2018-06-01,Managers,Greater Adelaide,406,1,757.667
2018-06-01,Managers,Greater Brisbane,304,1,2358
2018-06-01,Managers,Greater Darwin,223,1,194.667
2018-06-01,Managers,Greater Hobart,48,1,126.667
2018-06-01,Managers,Greater Melbourne,3958,1,6417
2018-06-01,Managers,Greater Perth,1011,1,1352
2018-06-01,Managers,Greater Sydney,6167,1,9633
2018-06-01,Managers,Rest of NSW,809,1,1111.668
2018-06-01,Managers,Rest of NT,37,1,52.667
2018-06-01,Managers,Rest of Qld,531,1,1061
2018-06-01,Managers,Rest of SA,61,1,74.667
2018-06-01,Managers,Rest of Tas.,28,1,67.334
2018-06-01,Managers,Rest of Vic.,425,1,544
2018-06-01,Managers,Rest of WA,173,1,224.667
2018-06-01,Professionals,Australian Capital Territory,1565,2,2082
2018-06-01,Professionals,Greater Adelaide,1204,2,1904.333
2018-06-01,Professionals,Greater Brisbane,643,2,5850.667
2018-06-01,Professionals,Greater Darwin,372,2,364
2018-06-01,Professionals,Greater Hobart,134,2,285.667
2018-06-01,Professionals,Greater Melbourne,9584,2,13122.333
2018-06-01,Professionals,Greater Perth,2154,2,3650.667
2018-06-01,Professionals,Greater Sydney,11966,2,17581.333
2018-06-01,Professionals,Rest of NSW,2459,2,2952.667
2018-06-01,Professionals,Rest of NT,83,2,151
2018-06-01,Professionals,Rest of Qld,1271,2,2729.334
2018-06-01,Professionals,Rest of SA,173,2,165.667
2018-06-01,Professionals,Rest of Tas.,70,2,182
2018-06-01,Professionals,Rest of Vic.,1322,2,1538
2018-06-01,Professionals,Rest of WA,275,2,695
2018-06-01,Technicians and Trades Workers,Australian Capital Territory,240,3,477
2018-06-01,Technicians and Trades Workers,Greater Adelaide,436,3,1063.333
2018-06-01,Technicians and Trades Workers,Greater Brisbane,420,3,2702
2018-06-01,Technicians and Trades Workers,Greater Darwin,130,3,282.333
2018-06-01,Technicians and Trades Workers,Greater Hobart,37,3,147.333
2018-06-01,Technicians and Trades Workers,Greater Melbourne,2069,3,5380.333
2018-06-01,Technicians and Trades Workers,Greater Perth,1110,3,2256.667
2018-06-01,Technicians and Trades Workers,Greater Sydney,2677,3,5939
2018-06-01,Technicians and Trades Workers,Rest of NSW,811,3,1998.001
2018-06-01,Technicians and Trades Workers,Rest of NT,29,3,83
2018-06-01,Technicians and Trades Workers,Rest of Qld,764,3,2618.332
2018-06-01,Technicians and Trades Workers,Rest of SA,65,3,150.667
2018-06-01,Technicians and Trades Workers,Rest of Tas.,27,3,99.333
2018-06-01,Technicians and Trades Workers,Rest of Vic.,534,3,857.001
2018-06-01,Technicians and Trades Workers,Rest of WA,293,3,994.3340000000001
2018-06-01,Community and Personal Service Workers,Australian Capital Territory,199,4,353.333
2018-06-01,Community and Personal Service Workers,Greater Adelaide,287,4,537.333
2018-06-01,Community and Personal Service Workers,Greater Brisbane,402,4,1449.333
2018-06-01,Community and Personal Service Workers,Greater Darwin,109,4,136.667
2018-06-01,Community and Personal Service Workers,Greater Hobart,41,4,91.333
2018-06-01,Community and Personal Service Workers,Greater Melbourne,2094,4,3222.333
2018-06-01,Community and Personal Service Workers,Greater Perth,680,4,885
2018-06-01,Community and Personal Service Workers,Greater Sydney,2349,4,3658
2018-06-01,Community and Personal Service Workers,Rest of NSW,794,4,1200.999
2018-06-01,Community and Personal Service Workers,Rest of NT,32,4,70.333
2018-06-01,Community and Personal Service Workers,Rest of Qld,444,4,1223.333
2018-06-01,Community and Personal Service Workers,Rest of SA,88,4,80
2018-06-01,Community and Personal Service Workers,Rest of Tas.,14,4,70.667
2018-06-01,Community and Personal Service Workers,Rest of Vic.,515,4,690.001
2018-06-01,Community and Personal Service Workers,Rest of WA,177,4,188.666
2018-06-01,Clerical and Administrative Workers,Australian Capital Territory,618,5,992.667
2018-06-01,Clerical and Administrative Workers,Greater Adelaide,347,5,1145
2018-06-01,Clerical and Administrative Workers,Greater Brisbane,277,5,3190
2018-06-01,Clerical and Administrative Workers,Greater Darwin,133,5,228
2018-06-01,Clerical and Administrative Workers,Greater Hobart,24,5,157.333
2018-06-01,Clerical and Administrative Workers,Greater Melbourne,3412,5,8209
2018-06-01,Clerical and Administrative Workers,Greater Perth,658,5,1940
2018-06-01,Clerical and Administrative Workers,Greater Sydney,4914,5,11671.333
2018-06-01,Clerical and Administrative Workers,Rest of NSW,649,5,1683.667
2018-06-01,Clerical and Administrative Workers,Rest of NT,23,5,63.333
2018-06-01,Clerical and Administrative Workers,Rest of Qld,395,5,1736.999
2018-06-01,Clerical and Administrative Workers,Rest of SA,36,5,79
2018-06-01,Clerical and Administrative Workers,Rest of Tas.,16,5,82.667
2018-06-01,Clerical and Administrative Workers,Rest of Vic.,331,5,816.668
2018-06-01,Clerical and Administrative Workers,Rest of WA,99,5,299.66700000000003
2018-06-01,Sales Workers,Australian Capital Territory,132,6,302.333
2018-06-01,Sales Workers,Greater Adelaide,230,6,538
2018-06-01,Sales Workers,Greater Brisbane,303,6,1550.333
2018-06-01,Sales Workers,Greater Darwin,43,6,112.333
2018-06-01,Sales Workers,Greater Hobart,28,6,78
2018-06-01,Sales Workers,Greater Melbourne,1537,6,3763.667
2018-06-01,Sales Workers,Greater Perth,533,6,981
2018-06-01,Sales Workers,Greater Sydney,1977,6,4801.333
2018-06-01,Sales Workers,Rest of NSW,497,6,1040.667
2018-06-01,Sales Workers,Rest of NT,12,6,23
2018-06-01,Sales Workers,Rest of Qld,344,6,1064
2018-06-01,Sales Workers,Rest of SA,53,6,68.334
2018-06-01,Sales Workers,Rest of Tas.,22,6,55.333
2018-06-01,Sales Workers,Rest of Vic.,382,6,486
2018-06-01,Sales Workers,Rest of WA,58,6,154
2018-06-01,Machinery Operators and Drivers,Australian Capital Territory,137,7,139.667
2018-06-01,Machinery Operators and Drivers,Greater Adelaide,240,7,455.333
2018-06-01,Machinery Operators and Drivers,Greater Brisbane,335,7,1150
2018-06-01,Machinery Operators and Drivers,Greater Darwin,67,7,100.667
2018-06-01,Machinery Operators and Drivers,Greater Hobart,23,7,42.333
2018-06-01,Machinery Operators and Drivers,Greater Melbourne,1164,7,2100
2018-06-01,Machinery Operators and Drivers,Greater Perth,527,7,808.667
2018-06-01,Machinery Operators and Drivers,Greater Sydney,1579,7,1987.333
2018-06-01,Machinery Operators and Drivers,Rest of NSW,431,7,721.999
2018-06-01,Machinery Operators and Drivers,Rest of NT,13,7,26.333
2018-06-01,Machinery Operators and Drivers,Rest of Qld,474,7,1127.999
2018-06-01,Machinery Operators and Drivers,Rest of SA,46,7,68
2018-06-01,Machinery Operators and Drivers,Rest of Tas.,18,7,36
2018-06-01,Machinery Operators and Drivers,Rest of Vic.,274,7,287.334
2018-06-01,Machinery Operators and Drivers,Rest of WA,233,7,543.333
2018-06-01,Labourers,Australian Capital Territory,98,8,224.333
2018-06-01,Labourers,Greater Adelaide,192,8,551.333
2018-06-01,Labourers,Greater Brisbane,190,8,1372.333
2018-06-01,Labourers,Greater Darwin,35,8,98.333
2018-06-01,Labourers,Greater Hobart,12,8,61.333
2018-06-01,Labourers,Greater Melbourne,735,8,2412.667
2018-06-01,Labourers,Greater Perth,333,8,708.667
2018-06-01,Labourers,Greater Sydney,858,8,2171
2018-06-01,Labourers,Rest of NSW,459,8,1255.666
2018-06-01,Labourers,Rest of NT,19,8,48.333
2018-06-01,Labourers,Rest of Qld,362,8,1349.666
2018-06-01,Labourers,Rest of SA,60,8,107
2018-06-01,Labourers,Rest of Tas.,18,8,56.333
2018-06-01,Labourers,Rest of Vic.,223,8,515
2018-06-01,Labourers,Rest of WA,129,8,312.33299999999997
2018-07-01,Managers,Australian Capital Territory,648,1,754.667
2018-07-01,Managers,Greater Adelaide,629,1,798.333
2018-07-01,Managers,Greater Brisbane,364,1,2426.667
2018-07-01,Managers,Greater Darwin,249,1,199
2018-07-01,Managers,Greater Hobart,48,1,123.333
2018-07-01,Managers,Greater Melbourne,3948,1,6566.667
2018-07-01,Managers,Greater Perth,920,1,1388.333
2018-07-01,Managers,Greater Sydney,6193,1,9732.667
2018-07-01,Managers,Rest of NSW,1044,1,1150.667
2018-07-01,Managers,Rest of NT,42,1,54
2018-07-01,Managers,Rest of Qld,610,1,1078.333
2018-07-01,Managers,Rest of SA,74,1,76.333
2018-07-01,Managers,Rest of Tas.,55,1,72
2018-07-01,Managers,Rest of Vic.,562,1,549.333
2018-07-01,Managers,Rest of WA,161,1,226.333
2018-07-01,Professionals,Australian Capital Territory,1795,2,2159
2018-07-01,Professionals,Greater Adelaide,1471,2,1904.333
2018-07-01,Professionals,Greater Brisbane,697,2,6021.333
2018-07-01,Professionals,Greater Darwin,423,2,375.667
2018-07-01,Professionals,Greater Hobart,174,2,288.667
2018-07-01,Professionals,Greater Melbourne,9395,2,13602.333
2018-07-01,Professionals,Greater Perth,2243,2,3737.333
2018-07-01,Professionals,Greater Sydney,12753,2,17870.667
2018-07-01,Professionals,Rest of NSW,2500,2,3168.666
2018-07-01,Professionals,Rest of NT,107,2,154.667
2018-07-01,Professionals,Rest of Qld,1152,2,2853.334
2018-07-01,Professionals,Rest of SA,132,2,162.333
2018-07-01,Professionals,Rest of Tas.,143,2,169
2018-07-01,Professionals,Rest of Vic.,1404,2,1618.333
2018-07-01,Professionals,Rest of WA,292,2,745.6669999999999
2018-07-01,Technicians and Trades Workers,Australian Capital Territory,276,3,497.667
2018-07-01,Technicians and Trades Workers,Greater Adelaide,425,3,1094.667
2018-07-01,Technicians and Trades Workers,Greater Brisbane,420,3,2769.667
2018-07-01,Technicians and Trades Workers,Greater Darwin,150,3,274.667
2018-07-01,Technicians and Trades Workers,Greater Hobart,54,3,156.333
2018-07-01,Technicians and Trades Workers,Greater Melbourne,2181,3,5546
2018-07-01,Technicians and Trades Workers,Greater Perth,1088,3,2306.333
2018-07-01,Technicians and Trades Workers,Greater Sydney,2662,3,5998.667
2018-07-01,Technicians and Trades Workers,Rest of NSW,839,3,2093.334
2018-07-01,Technicians and Trades Workers,Rest of NT,22,3,76.667
2018-07-01,Technicians and Trades Workers,Rest of Qld,855,3,2723.001
2018-07-01,Technicians and Trades Workers,Rest of SA,70,3,145.333
2018-07-01,Technicians and Trades Workers,Rest of Tas.,33,3,101
2018-07-01,Technicians and Trades Workers,Rest of Vic.,525,3,873.3330000000001
2018-07-01,Technicians and Trades Workers,Rest of WA,298,3,1013.6659999999999
2018-07-01,Community and Personal Service Workers,Australian Capital Territory,217,4,365
2018-07-01,Community and Personal Service Workers,Greater Adelaide,358,4,531
2018-07-01,Community and Personal Service Workers,Greater Brisbane,468,4,1530.333
2018-07-01,Community and Personal Service Workers,Greater Darwin,100,4,129.333
2018-07-01,Community and Personal Service Workers,Greater Hobart,40,4,102.333
2018-07-01,Community and Personal Service Workers,Greater Melbourne,2412,4,3351
2018-07-01,Community and Personal Service Workers,Greater Perth,670,4,903.667
2018-07-01,Community and Personal Service Workers,Greater Sydney,2540,4,3783
2018-07-01,Community and Personal Service Workers,Rest of NSW,840,4,1257.334
2018-07-01,Community and Personal Service Workers,Rest of NT,36,4,67
2018-07-01,Community and Personal Service Workers,Rest of Qld,425,4,1269.333
2018-07-01,Community and Personal Service Workers,Rest of SA,80,4,75.667
2018-07-01,Community and Personal Service Workers,Rest of Tas.,15,4,70
2018-07-01,Community and Personal Service Workers,Rest of Vic.,534,4,705.3340000000001
2018-07-01,Community and Personal Service Workers,Rest of WA,154,4,179.333
2018-07-01,Clerical and Administrative Workers,Australian Capital Territory,657,5,1049.667
2018-07-01,Clerical and Administrative Workers,Greater Adelaide,487,5,1153.333
2018-07-01,Clerical and Administrative Workers,Greater Brisbane,329,5,3316.667
2018-07-01,Clerical and Administrative Workers,Greater Darwin,150,5,239.667
2018-07-01,Clerical and Administrative Workers,Greater Hobart,37,5,158
2018-07-01,Clerical and Administrative Workers,Greater Melbourne,3495,5,8391.667
2018-07-01,Clerical and Administrative Workers,Greater Perth,809,5,2019.333
2018-07-01,Clerical and Administrative Workers,Greater Sydney,4958,5,11924.333
2018-07-01,Clerical and Administrative Workers,Rest of NSW,694,5,1722.333
2018-07-01,Clerical and Administrative Workers,Rest of NT,36,5,63.667
2018-07-01,Clerical and Administrative Workers,Rest of Qld,414,5,1794.666
2018-07-01,Clerical and Administrative Workers,Rest of SA,48,5,78.333
2018-07-01,Clerical and Administrative Workers,Rest of Tas.,33,5,92.666
2018-07-01,Clerical and Administrative Workers,Rest of Vic.,377,5,845.001
2018-07-01,Clerical and Administrative Workers,Rest of WA,105,5,311.66700000000003
2018-07-01,Sales Workers,Australian Capital Territory,153,6,294
2018-07-01,Sales Workers,Greater Adelaide,251,6,539.333
2018-07-01,Sales Workers,Greater Brisbane,308,6,1591.333
2018-07-01,Sales Workers,Greater Darwin,70,6,108.333
2018-07-01,Sales Workers,Greater Hobart,31,6,87.667
2018-07-01,Sales Workers,Greater Melbourne,1628,6,3870
2018-07-01,Sales Workers,Greater Perth,600,6,1013
2018-07-01,Sales Workers,Greater Sydney,2059,6,4902.333
2018-07-01,Sales Workers,Rest of NSW,427,6,1055.6680000000001
2018-07-01,Sales Workers,Rest of NT,18,6,22.667
2018-07-01,Sales Workers,Rest of Qld,403,6,1090.666
2018-07-01,Sales Workers,Rest of SA,45,6,62.667
2018-07-01,Sales Workers,Rest of Tas.,24,6,57
2018-07-01,Sales Workers,Rest of Vic.,269,6,488.334
2018-07-01,Sales Workers,Rest of WA,74,6,155
2018-07-01,Machinery Operators and Drivers,Australian Capital Territory,138,7,137.667
2018-07-01,Machinery Operators and Drivers,Greater Adelaide,306,7,438.667
2018-07-01,Machinery Operators and Drivers,Greater Brisbane,327,7,1161.333
2018-07-01,Machinery Operators and Drivers,Greater Darwin,82,7,101
2018-07-01,Machinery Operators and Drivers,Greater Hobart,20,7,50
2018-07-01,Machinery Operators and Drivers,Greater Melbourne,1186,7,2122
2018-07-01,Machinery Operators and Drivers,Greater Perth,587,7,795
2018-07-01,Machinery Operators and Drivers,Greater Sydney,1784,7,2005
2018-07-01,Machinery Operators and Drivers,Rest of NSW,424,7,735
2018-07-01,Machinery Operators and Drivers,Rest of NT,12,7,28.333
2018-07-01,Machinery Operators and Drivers,Rest of Qld,487,7,1142.333
2018-07-01,Machinery Operators and Drivers,Rest of SA,61,7,69
2018-07-01,Machinery Operators and Drivers,Rest of Tas.,31,7,38
2018-07-01,Machinery Operators and Drivers,Rest of Vic.,305,7,289
2018-07-01,Machinery Operators and Drivers,Rest of WA,206,7,544
2018-07-01,Labourers,Australian Capital Territory,106,8,225.667
2018-07-01,Labourers,Greater Adelaide,187,8,560.333
2018-07-01,Labourers,Greater Brisbane,207,8,1408.667
2018-07-01,Labourers,Greater Darwin,47,8,95.333
2018-07-01,Labourers,Greater Hobart,21,8,64.667
2018-07-01,Labourers,Greater Melbourne,785,8,2438.667
2018-07-01,Labourers,Greater Perth,336,8,747.667
2018-07-01,Labourers,Greater Sydney,892,8,2188
2018-07-01,Labourers,Rest of NSW,477,8,1271.666
2018-07-01,Labourers,Rest of NT,20,8,48.667
2018-07-01,Labourers,Rest of Qld,400,8,1348
2018-07-01,Labourers,Rest of SA,78,8,120.666
2018-07-01,Labourers,Rest of Tas.,30,8,59.666
2018-07-01,Labourers,Rest of Vic.,230,8,527.001
2018-07-01,Labourers,Rest of WA,141,8,329
2018-08-01,Managers,Australian Capital Territory,727,1,739.333
2018-08-01,Managers,Greater Adelaide,670,1,785.667
2018-08-01,Managers,Greater Brisbane,616,1,2436.667
2018-08-01,Managers,Greater Darwin,256,1,186
2018-08-01,Managers,Greater Hobart,112,1,106.667
2018-08-01,Managers,Greater Melbourne,4744,1,6436.333
2018-08-01,Managers,Greater Perth,1255,1,1398.333
2018-08-01,Managers,Greater Sydney,7095,1,9510
2018-08-01,Managers,Rest of NSW,2371,1,1159.333
2018-08-01,Managers,Rest of NT,70,1,53.333
2018-08-01,Managers,Rest of Qld,1431,1,1091.667
2018-08-01,Managers,Rest of SA,584,1,65.334
2018-08-01,Managers,Rest of Tas.,304,1,67.667
2018-08-01,Managers,Rest of Vic.,1867,1,542
2018-08-01,Managers,Rest of WA,720,1,215.667
2018-08-01,Professionals,Australian Capital Territory,1884,2,2244.333
2018-08-01,Professionals,Greater Adelaide,1701,2,1863.333
2018-08-01,Professionals,Greater Brisbane,639,2,6034.667
2018-08-01,Professionals,Greater Darwin,537,2,371.333
2018-08-01,Professionals,Greater Hobart,211,2,275
2018-08-01,Professionals,Greater Melbourne,11017,2,13438
2018-08-01,Professionals,Greater Perth,2664,2,3668.667
2018-08-01,Professionals,Greater Sydney,14569,2,17734.667
2018-08-01,Professionals,Rest of NSW,3085,2,3255.333
2018-08-01,Professionals,Rest of NT,105,2,153
2018-08-01,Professionals,Rest of Qld,1757,2,2938
2018-08-01,Professionals,Rest of SA,174,2,171.334
2018-08-01,Professionals,Rest of Tas.,150,2,166.333
2018-08-01,Professionals,Rest of Vic.,2287,2,1625.667
2018-08-01,Professionals,Rest of WA,440,2,736.333
2018-08-01,Technicians and Trades Workers,Australian Capital Territory,313,3,531
2018-08-01,Technicians and Trades Workers,Greater Adelaide,508,3,1120
2018-08-01,Technicians and Trades Workers,Greater Brisbane,488,3,2822.667
2018-08-01,Technicians and Trades Workers,Greater Darwin,136,3,258
2018-08-01,Technicians and Trades Workers,Greater Hobart,67,3,161
2018-08-01,Technicians and Trades Workers,Greater Melbourne,2676,3,5589.667
2018-08-01,Technicians and Trades Workers,Greater Perth,1371,3,2345.667
2018-08-01,Technicians and Trades Workers,Greater Sydney,3288,3,6017.333
2018-08-01,Technicians and Trades Workers,Rest of NSW,969,3,2182.668
2018-08-01,Technicians and Trades Workers,Rest of NT,33,3,71.333
2018-08-01,Technicians and Trades Workers,Rest of Qld,919,3,2805.333
2018-08-01,Technicians and Trades Workers,Rest of SA,96,3,149.334
2018-08-01,Technicians and Trades Workers,Rest of Tas.,31,3,104.666
2018-08-01,Technicians and Trades Workers,Rest of Vic.,621,3,924
2018-08-01,Technicians and Trades Workers,Rest of WA,359,3,1015.3340000000001
2018-08-01,Community and Personal Service Workers,Australian Capital Territory,293,4,386.333
2018-08-01,Community and Personal Service Workers,Greater Adelaide,460,4,582.333
2018-08-01,Community and Personal Service Workers,Greater Brisbane,490,4,1603.333
2018-08-01,Community and Personal Service Workers,Greater Darwin,172,4,122
2018-08-01,Community and Personal Service Workers,Greater Hobart,56,4,112.667
2018-08-01,Community and Personal Service Workers,Greater Melbourne,2906,4,3476.667
2018-08-01,Community and Personal Service Workers,Greater Perth,996,4,930.667
2018-08-01,Community and Personal Service Workers,Greater Sydney,3245,4,3896.667
2018-08-01,Community and Personal Service Workers,Rest of NSW,1132,4,1302.3339999999998
2018-08-01,Community and Personal Service Workers,Rest of NT,59,4,68
2018-08-01,Community and Personal Service Workers,Rest of Qld,636,4,1314.333
2018-08-01,Community and Personal Service Workers,Rest of SA,125,4,74.667
2018-08-01,Community and Personal Service Workers,Rest of Tas.,31,4,69.666
2018-08-01,Community and Personal Service Workers,Rest of Vic.,826,4,721.333
2018-08-01,Community and Personal Service Workers,Rest of WA,203,4,174
2018-08-01,Clerical and Administrative Workers,Australian Capital Territory,708,5,1067
2018-08-01,Clerical and Administrative Workers,Greater Adelaide,457,5,1115.667
2018-08-01,Clerical and Administrative Workers,Greater Brisbane,358,5,3308.333
2018-08-01,Clerical and Administrative Workers,Greater Darwin,200,5,241.333
2018-08-01,Clerical and Administrative Workers,Greater Hobart,36,5,174
2018-08-01,Clerical and Administrative Workers,Greater Melbourne,4123,5,8329.333
2018-08-01,Clerical and Administrative Workers,Greater Perth,1032,5,2026.333
2018-08-01,Clerical and Administrative Workers,Greater Sydney,5924,5,11700
2018-08-01,Clerical and Administrative Workers,Rest of NSW,774,5,1739.334
2018-08-01,Clerical and Administrative Workers,Rest of NT,55,5,64
2018-08-01,Clerical and Administrative Workers,Rest of Qld,466,5,1848.334
2018-08-01,Clerical and Administrative Workers,Rest of SA,47,5,78.667
2018-08-01,Clerical and Administrative Workers,Rest of Tas.,23,5,84.667
2018-08-01,Clerical and Administrative Workers,Rest of Vic.,464,5,837
2018-08-01,Clerical and Administrative Workers,Rest of WA,82,5,300.33299999999997
2018-08-01,Sales Workers,Australian Capital Territory,201,6,297.333
2018-08-01,Sales Workers,Greater Adelaide,620,6,541.333
2018-08-01,Sales Workers,Greater Brisbane,617,6,1676
2018-08-01,Sales Workers,Greater Darwin,76,6,100.667
2018-08-01,Sales Workers,Greater Hobart,122,6,91
2018-08-01,Sales Workers,Greater Melbourne,8395,6,3875
2018-08-01,Sales Workers,Greater Perth,1161,6,1046.667
2018-08-01,Sales Workers,Greater Sydney,3162,6,4878
2018-08-01,Sales Workers,Rest of NSW,1220,6,1097.334
2018-08-01,Sales Workers,Rest of NT,22,6,22.667
2018-08-01,Sales Workers,Rest of Qld,758,6,1120.333
2018-08-01,Sales Workers,Rest of SA,142,6,55.667
2018-08-01,Sales Workers,Rest of Tas.,115,6,63.667
2018-08-01,Sales Workers,Rest of Vic.,1201,6,499.666
2018-08-01,Sales Workers,Rest of WA,290,6,158.667
2018-08-01,Machinery Operators and Drivers,Australian Capital Territory,135,7,129.667
2018-08-01,Machinery Operators and Drivers,Greater Adelaide,346,7,427.667
2018-08-01,Machinery Operators and Drivers,Greater Brisbane,433,7,1144.333
2018-08-01,Machinery Operators and Drivers,Greater Darwin,94,7,98
2018-08-01,Machinery Operators and Drivers,Greater Hobart,24,7,51
2018-08-01,Machinery Operators and Drivers,Greater Melbourne,1486,7,2159.667
2018-08-01,Machinery Operators and Drivers,Greater Perth,655,7,780.667
2018-08-01,Machinery Operators and Drivers,Greater Sydney,2083,7,2028
2018-08-01,Machinery Operators and Drivers,Rest of NSW,489,7,737.667
2018-08-01,Machinery Operators and Drivers,Rest of NT,11,7,26.333
2018-08-01,Machinery Operators and Drivers,Rest of Qld,520,7,1157.334
2018-08-01,Machinery Operators and Drivers,Rest of SA,55,7,56.333
2018-08-01,Machinery Operators and Drivers,Rest of Tas.,13,7,38
2018-08-01,Machinery Operators and Drivers,Rest of Vic.,308,7,293.66700000000003
2018-08-01,Machinery Operators and Drivers,Rest of WA,230,7,547.3340000000001
2018-08-01,Labourers,Australian Capital Territory,124,8,230
2018-08-01,Labourers,Greater Adelaide,237,8,568.333
2018-08-01,Labourers,Greater Brisbane,211,8,1401
2018-08-01,Labourers,Greater Darwin,37,8,95
2018-08-01,Labourers,Greater Hobart,29,8,69.333
2018-08-01,Labourers,Greater Melbourne,845,8,2438.667
2018-08-01,Labourers,Greater Perth,371,8,786
2018-08-01,Labourers,Greater Sydney,1192,8,2167
2018-08-01,Labourers,Rest of NSW,515,8,1279.667
2018-08-01,Labourers,Rest of NT,35,8,51.667
2018-08-01,Labourers,Rest of Qld,464,8,1378.3339999999998
2018-08-01,Labourers,Rest of SA,100,8,128
2018-08-01,Labourers,Rest of Tas.,26,8,67.667
2018-08-01,Labourers,Rest of Vic.,306,8,540.333
2018-08-01,Labourers,Rest of WA,173,8,325.33299999999997
2018-09-01,Managers,Australian Capital Territory,800,1,765.333
2018-09-01,Managers,Greater Adelaide,546,1,790.667
2018-09-01,Managers,Greater Brisbane,535,1,2432.667
2018-09-01,Managers,Greater Darwin,229,1,177
2018-09-01,Managers,Greater Hobart,86,1,102.667
2018-09-01,Managers,Greater Melbourne,4374,1,6319
2018-09-01,Managers,Greater Perth,956,1,1400.667
2018-09-01,Managers,Greater Sydney,6328,1,9445.667
2018-09-01,Managers,Rest of NSW,865,1,1159.333
2018-09-01,Managers,Rest of NT,54,1,52
2018-09-01,Managers,Rest of Qld,636,1,1115.3319999999999
2018-09-01,Managers,Rest of SA,77,1,63.333
2018-09-01,Managers,Rest of Tas.,51,1,66
2018-09-01,Managers,Rest of Vic.,703,1,577.6659999999999
2018-09-01,Managers,Rest of WA,170,1,231.666
2018-09-01,Professionals,Australian Capital Territory,1887,2,2252.667
2018-09-01,Professionals,Greater Adelaide,1655,2,1825
2018-09-01,Professionals,Greater Brisbane,945,2,6135.333
2018-09-01,Professionals,Greater Darwin,595,2,358.667
2018-09-01,Professionals,Greater Hobart,186,2,281
2018-09-01,Professionals,Greater Melbourne,10256,2,13293.333
2018-09-01,Professionals,Greater Perth,2664,2,3650
2018-09-01,Professionals,Greater Sydney,13870,2,17891
2018-09-01,Professionals,Rest of NSW,3224,2,3334.665
2018-09-01,Professionals,Rest of NT,119,2,154.333
2018-09-01,Professionals,Rest of Qld,1764,2,3025
2018-09-01,Professionals,Rest of SA,302,2,176.666
2018-09-01,Professionals,Rest of Tas.,256,2,169.333
2018-09-01,Professionals,Rest of Vic.,2380,2,1599
2018-09-01,Professionals,Rest of WA,497,2,745.333
2018-09-01,Technicians and Trades Workers,Australian Capital Territory,346,3,547.333
2018-09-01,Technicians and Trades Workers,Greater Adelaide,436,3,1159
2018-09-01,Technicians and Trades Workers,Greater Brisbane,473,3,2847.667
2018-09-01,Technicians and Trades Workers,Greater Darwin,164,3,248
2018-09-01,Technicians and Trades Workers,Greater Hobart,54,3,181.333
2018-09-01,Technicians and Trades Workers,Greater Melbourne,2513,3,5635
2018-09-01,Technicians and Trades Workers,Greater Perth,1241,3,2424
2018-09-01,Technicians and Trades Workers,Greater Sydney,3151,3,6044.667
2018-09-01,Technicians and Trades Workers,Rest of NSW,917,3,2269.333
